Athlete_ID,Country,Year,Sport,Event,Gender,Age,Height_cm,Weight_kg,Experience_Years,Previous_Medals,World_Rank,Coach_Rating,Injury_History,Medal,Medal_Count
849,UK,2023,Cycling,Freestyle,Female,24,170,80,14,0,56,7.8,No,Bronze,1
850,Germany,2000,Rowing,200m,Male,18,183,72,6,1,99,5.4,No,Bronze,1
851,USA,2004,Cycling,Relay,Male,23,159,57,11,0,12,9.7,No,Bronze,1
852,Australia,2022,Athletics,Vault,Female,24,182,46,2,2,126,5.8,No,Silver,1
853,China,2018,Athletics,Freestyle,Male,29,184,91,9,0,12,9.8,No,Bronze,1
854,Italy,2017,Athletics,Heavyweight,Male,31,202,57,2,0,154,6,No,Silver,2
855,China,2013,Athletics,Butterfly,Male,22,171,65,6,1,130,5.1,No,Bronze,1
856,China,2000,Athletics,Single Sculls,Male,16,177,73,6,2,61,5.2,No,Gold,1
857,USA,2010,Swimming,Rifle,Male,27,179,59,3,0,168,9.9,No,Gold,1
858,UK,2010,Rowing,Floor Exercise,Male,23,152,76,1,2,175,5.3,No,Gold,1
859,Germany,2002,Boxing,Rifle,Male,24,193,73,10,0,107,6,No,Gold,3
860,USA,2023,Cycling,Rifle,Male,24,172,69,9,2,107,8.4,Yes,Bronze,3
861,Canada,2002,Gymnastics,Floor Exercise,Male,19,176,63,1,2,75,7.8,No,Bronze,2
862,Japan,2018,Athletics,Freestyle,Male,20,170,64,6,2,156,8.6,No,Bronze,1
863,UK,2003,Swimming,Freestyle,Male,30,166,65,10,1,173,7,No,Silver,1
864,Japan,2002,Swimming,Vault,Male,29,187,66,8,0,68,7.8,No,Gold,1
865,Japan,2002,Boxing,Vault,Male,23,164,82,4,0,41,7.3,Yes,Silver,2
866,Germany,2012,Gymnastics,Butterfly,Male,27,185,72,14,2,31,6.2,No,Bronze,1
867,China,2010,Shooting,Floor Exercise,Male,25,154,72,1,1,129,9.9,No,Gold,1
868,China,2018,Athletics,Floor Exercise,Female,22,168,60,12,0,168,8.2,No,Silver,1
869,France,2013,Boxing,Vault,Female,25,172,62,11,0,79,5.8,No,Bronze,1
870,Brazil,2017,Athletics,Relay,Male,29,167,64,14,1,106,7,No,Silver,1
871,India,2019,Wrestling,Floor Exercise,Female,26,179,76,1,2,132,9.9,Yes,Gold,1
872,China,2018,Boxing,Vault,Male,26,171,74,14,0,29,9.1,No,Bronze,2
873,Russia,2024,Athletics,Vault,Male,32,166,63,3,0,164,5.2,No,Gold,1
874,Japan,2019,Wrestling,Floor Exercise,Female,26,181,55,12,1,13,8.5,No,Bronze,1
875,USA,2020,Athletics,Freestyle,Female,20,186,77,3,0,121,7.5,No,Silver,2
876,China,2010,Gymnastics,Heavyweight,Female,21,177,64,2,1,28,8.6,No,Gold,2
877,Australia,2015,Shooting,Butterfly,Female,29,191,76,12,0,3,7.6,No,Bronze,1
878,Russia,2021,Athletics,Road Race,Male,21,164,63,14,2,158,5.8,No,Silver,2
879,USA,2009,Swimming,100m,Male,26,180,68,3,1,63,5.2,No,Bronze,4
880,China,2020,Swimming,Road Race,Female,28,187,64,13,2,116,9,No,Bronze,1
881,China,2006,Boxing,Relay,Female,26,178,81,7,4,66,6.9,Yes,Silver,1
882,Russia,2004,Gymnastics,Single Sculls,Male,31,170,73,7,1,199,9.6,No,Bronze,2
883,USA,2000,Shooting,Butterfly,Female,19,170,58,14,4,102,9.1,Yes,Bronze,1
884,USA,2007,Shooting,100m,Male,24,194,90,15,1,128,5.4,No,Gold,1
885,Canada,2023,Swimming,Butterfly,Male,24,158,76,15,0,90,9.4,No,Silver,4
886,China,2012,Shooting,Heavyweight,Male,30,171,51,12,0,121,9.1,No,Silver,1
887,Russia,2019,Swimming,Relay,Female,21,174,51,1,2,132,9.2,No,Silver,1
888,China,2005,Wrestling,100m,Male,21,161,69,8,0,170,9.6,No,Gold,1
889,USA,2016,Boxing,Freestyle,Male,17,173,74,11,0,16,9.4,Yes,Silver,2
890,China,2014,Wrestling,Rifle,Male,17,186,69,8,0,26,5.1,No,Bronze,1
891,Australia,2024,Boxing,Rifle,Female,28,188,71,15,0,77,6.7,No,Silver,1
892,France,2014,Wrestling,Butterfly,Female,25,163,78,11,1,145,9.1,No,Bronze,2
893,France,2005,Boxing,Road Race,Female,22,168,80,7,4,113,9.1,No,Gold,1
894,Japan,2006,Athletics,Butterfly,Male,25,154,71,3,1,16,7.2,No,Bronze,1
895,Russia,2000,Wrestling,Relay,Male,26,160,71,1,0,28,7.1,No,Bronze,1
896,China,2010,Cycling,Single Sculls,Male,22,182,82,4,0,159,5.7,No,Bronze,3
897,India,2012,Wrestling,Rifle,Male,22,170,77,6,3,110,5.3,No,Gold,1
898,Italy,2012,Athletics,Floor Exercise,Male,23,178,75,4,2,152,5.4,No,Bronze,1
899,USA,2019,Cycling,Butterfly,Male,29,171,58,4,1,28,9.6,No,Silver,1
900,USA,2015,Wrestling,Heavyweight,Male,21,178,55,8,1,3,8.8,No,Bronze,1
901,China,2022,Swimming,Road Race,Male,31,180,72,9,1,139,7.3,No,Silver,2
902,USA,2003,Rowing,100m,Male,19,174,98,11,0,181,6.5,No,Gold,1
903,China,2015,Cycling,Heavyweight,Male,26,160,51,1,0,123,8.7,No,Gold,3
904,Germany,2016,Athletics,200m,Female,24,182,66,2,3,112,6.6,No,Gold,2
905,Japan,2015,Cycling,Heavyweight,Male,23,165,55,12,0,49,8.3,No,Silver,1
906,Italy,2002,Athletics,Rifle,Female,22,176,66,10,0,167,9.5,No,Bronze,2
907,Canada,2020,Athletics,Butterfly,Male,19,172,82,10,3,118,6.9,No,Silver,1
908,India,2002,Swimming,Relay,Male,21,201,85,5,2,140,9.4,No,Bronze,1
909,China,2005,Swimming,200m,Female,31,180,66,2,3,144,8.9,No,Bronze,1
910,India,2023,Cycling,Vault,Male,25,180,70,9,0,16,9.9,No,Gold,1
911,Germany,2006,Swimming,Heavyweight,Female,30,154,65,10,2,191,6.7,No,Bronze,4
912,China,2006,Wrestling,Single Sculls,Male,32,178,52,10,0,17,9.5,No,Bronze,1
913,Russia,2012,Swimming,Relay,Male,28,169,76,10,2,176,7.4,No,Silver,1
914,Japan,2002,Boxing,Freestyle,Male,25,167,56,6,0,26,7,Yes,Silver,1
915,Germany,2015,Boxing,200m,Male,22,193,64,14,1,99,9,No,Bronze,2
916,Japan,2010,Rowing,Floor Exercise,Male,23,160,65,8,0,2,7.4,No,Silver,1
917,India,2024,Athletics,Single Sculls,Male,28,176,90,12,2,36,9.9,No,Bronze,1
918,Brazil,2019,Swimming,Single Sculls,Male,24,178,57,12,1,141,5.6,No,Bronze,3
919,Canada,2007,Athletics,Vault,Male,24,167,73,14,0,92,6.5,No,Silver,3
920,USA,2018,Cycling,Rifle,Male,29,157,79,5,0,28,6.7,No,Gold,1
921,France,2013,Gymnastics,Freestyle,Male,32,164,53,5,1,29,6.8,No,Bronze,2
922,UK,2009,Gymnastics,Rifle,Male,21,187,56,14,1,155,9.5,No,Bronze,3
923,Italy,2000,Athletics,Butterfly,Male,18,169,69,10,1,109,7,Yes,Bronze,1
924,Canada,2018,Boxing,Floor Exercise,Male,27,172,77,6,1,156,7,No,Silver,1
925,Japan,2024,Swimming,Rifle,Male,34,188,68,1,1,130,7.7,No,Bronze,1
926,USA,2001,Wrestling,100m,Male,23,186,46,9,1,99,7.6,No,Bronze,1
927,China,2018,Swimming,Vault,Male,29,186,72,4,1,198,7.6,No,Gold,1
928,Germany,2024,Athletics,Floor Exercise,Male,28,174,80,7,0,117,5.1,No,Bronze,1
929,Russia,2021,Athletics,Rifle,Male,30,171,64,7,0,82,8.9,No,Silver,1
930,China,2006,Swimming,Butterfly,Female,25,188,84,11,3,81,7.7,No,Bronze,1
931,USA,2009,Swimming,Freestyle,Male,24,181,59,12,0,79,6.9,No,Bronze,3
932,France,2005,Cycling,Freestyle,Female,21,194,75,11,0,178,7,Yes,Gold,2
933,Brazil,2014,Swimming,Butterfly,Male,21,175,86,7,0,60,5.6,No,Gold,1
934,UK,2020,Wrestling,Single Sculls,Male,21,192,86,12,3,176,7.2,No,Silver,1
935,China,2016,Boxing,100m,Male,27,184,73,3,0,187,8.9,No,Bronze,1
936,China,2000,Swimming,Relay,Male,16,182,58,12,1,73,5.6,No,Gold,3
937,USA,2022,Swimming,Rifle,Female,22,176,76,6,0,62,5.1,No,Bronze,1
938,Italy,2006,Swimming,Butterfly,Female,23,177,68,15,1,140,6.4,No,Bronze,1
939,USA,2008,Swimming,100m,Male,25,179,57,15,2,15,8,No,Silver,2
940,Germany,2008,Boxing,Butterfly,Female,33,159,66,10,0,186,8.3,No,Bronze,1
941,China,2018,Wrestling,Heavyweight,Male,27,182,58,3,2,106,6.2,No,Bronze,1
942,Germany,2020,Swimming,Freestyle,Male,23,188,82,10,3,133,5.7,No,Bronze,2
943,Russia,2016,Wrestling,Heavyweight,Male,25,172,107,12,0,185,9.6,No,Bronze,1
944,France,2006,Athletics,100m,Female,18,187,61,11,4,58,8.9,Yes,Gold,3
945,China,2013,Swimming,Floor Exercise,Female,24,176,63,7,1,76,8.1,Yes,Silver,1
946,USA,2006,Swimming,Single Sculls,Male,21,150,89,13,0,37,7.2,No,Bronze,3
947,USA,2024,Athletics,Single Sculls,Male,30,169,76,5,2,61,9.9,No,Silver,2
948,Italy,2024,Boxing,Relay,Female,22,163,91,5,1,34,6,No,Gold,1
949,France,2016,Athletics,200m,Female,27,171,66,10,0,134,8.1,No,Gold,1
950,Germany,2010,Cycling,Vault,Female,27,172,51,7,0,124,9.8,No,Bronze,1
951,Germany,2020,Cycling,Heavyweight,Female,28,185,81,1,1,189,6.6,Yes,Gold,2
952,Russia,2019,Athletics,Butterfly,Male,20,181,65,4,0,7,7,Yes,Silver,1
953,China,2003,Athletics,Heavyweight,Female,22,172,93,11,0,106,5.9,No,Bronze,2
954,Italy,2005,Athletics,Freestyle,Male,30,166,57,2,0,162,5.5,No,Silver,1
955,Japan,2005,Swimming,100m,Female,22,176,89,6,0,81,7.3,No,Gold,3
956,Japan,2008,Wrestling,Relay,Male,24,182,64,13,4,65,10,No,Gold,1
957,UK,2011,Boxing,Butterfly,Female,23,179,79,11,0,21,7.8,No,Bronze,4
958,USA,2002,Boxing,200m,Female,28,158,57,2,0,112,7.1,No,Gold,4
959,China,2008,Gymnastics,Floor Exercise,Male,26,166,103,10,0,115,5.1,No,Silver,1
960,Australia,2012,Boxing,Floor Exercise,Female,28,186,67,9,4,159,5.6,Yes,Silver,1
961,USA,2002,Rowing,Single Sculls,Male,24,207,69,6,1,193,6.8,No,Bronze,1
962,Germany,2009,Shooting,Vault,Male,29,182,70,7,3,197,8,No,Gold,3
963,China,2021,Athletics,Heavyweight,Female,24,156,64,9,0,177,8.3,Yes,Bronze,2
964,Japan,2009,Swimming,Rifle,Female,24,185,83,1,2,9,6.4,No,Gold,2
965,China,2022,Wrestling,Butterfly,Female,21,178,61,12,0,15,9.6,Yes,Bronze,1
966,India,2005,Rowing,Freestyle,Male,27,184,63,15,1,20,5.5,Yes,Bronze,1
967,Australia,2023,Athletics,Vault,Female,25,150,85,15,2,14,5.2,No,Gold,1
968,India,2005,Boxing,Butterfly,Male,26,171,75,5,0,185,5.4,No,Silver,1
969,Germany,2015,Shooting,Vault,Male,22,170,49,3,2,8,7,Yes,Silver,2
970,UK,2014,Swimming,Rifle,Male,28,164,80,7,0,23,7.7,Yes,Silver,2
971,Russia,2014,Swimming,Floor Exercise,Female,23,171,69,11,0,132,5.3,No,Gold,2
972,Italy,2002,Athletics,Relay,Male,31,188,71,12,0,177,6.1,No,Gold,1
973,Australia,2001,Swimming,Relay,Male,28,180,80,8,1,16,8.9,No,Bronze,2
974,China,2014,Rowing,100m,Male,25,178,68,3,0,160,9.5,No,Bronze,1
975,USA,2018,Wrestling,Single Sculls,Female,22,187,60,15,0,197,6.4,Yes,Bronze,1
976,China,2001,Swimming,Floor Exercise,Female,29,166,71,14,0,124,8.9,No,Bronze,1
977,Germany,2019,Rowing,100m,Male,30,177,61,3,1,3,7,No,Bronze,1
978,USA,2020,Athletics,100m,Male,20,183,53,15,0,158,7.5,No,Silver,1
979,UK,2002,Rowing,Vault,Female,28,165,82,11,3,89,8.4,No,Bronze,2
980,Germany,2000,Gymnastics,Heavyweight,Male,24,178,91,8,1,177,5.3,No,Silver,1
981,India,2016,Swimming,Floor Exercise,Female,21,176,62,12,2,86,6.1,No,Silver,1
982,Canada,2001,Athletics,100m,Male,21,173,83,14,0,98,9.7,No,Silver,1
983,USA,2007,Cycling,Single Sculls,Male,24,166,90,6,0,103,5.7,Yes,Bronze,2
984,USA,2022,Boxing,Single Sculls,Male,33,195,55,4,0,63,8.1,No,Bronze,1
985,Australia,2015,Rowing,Butterfly,Male,22,176,89,12,0,184,6.5,No,Gold,2
986,UK,2022,Rowing,200m,Female,21,176,70,1,1,170,7.4,No,Bronze,2
987,Russia,2001,Wrestling,Relay,Male,23,185,62,14,4,62,6.7,Yes,Gold,1
988,Japan,2018,Swimming,Freestyle,Male,28,171,68,3,1,123,6.1,No,Silver,1
989,China,2000,Wrestling,Rifle,Female,27,187,50,3,0,97,7.4,Yes,Silver,4
990,Canada,2006,Cycling,200m,Female,23,164,99,14,0,3,5.5,No,Silver,1
991,Canada,2021,Shooting,Road Race,Male,28,150,73,4,2,113,9.4,No,Gold,1
992,Australia,2000,Gymnastics,Relay,Female,21,184,84,11,0,11,7.5,No,Silver,1
993,China,2004,Swimming,Vault,Male,27,169,69,11,1,83,6.9,No,Bronze,4
994,Germany,2017,Shooting,100m,Female,25,176,76,6,0,37,7.1,No,Gold,2
995,India,2005,Boxing,Road Race,Female,30,165,68,11,0,15,7.8,No,Bronze,2
996,USA,2002,Gymnastics,Relay,Male,29,169,67,14,0,186,9,No,Silver,1
997,Italy,2017,Boxing,100m,Male,22,168,57,6,1,175,8.3,No,Silver,1
998,USA,2002,Shooting,Floor Exercise,Female,29,172,62,6,0,197,9.9,No,Bronze,2
999,Brazil,2015,Athletics,200m,Female,17,170,61,6,0,126,8.9,No,Silver,1
1000,Japan,2014,Athletics,Single Sculls,Male,21,172,71,1,0,16,9.5,Yes,Silver,1
1001,China,2001,Athletics,Single Sculls,Male,28,187,88,10,0,140,5.5,No,Bronze,1
1002,Germany,2002,Boxing,Butterfly,Male,22,168,68,13,2,35,8.9,Yes,Bronze,2
1003,France,2004,Athletics,Vault,Male,24,171,60,2,0,128,9,No,Bronze,1
1004,Australia,2007,Athletics,Relay,Female,23,167,82,15,1,152,8.3,No,Silver,1
1005,Canada,2008,Boxing,Freestyle,Male,21,186,69,15,1,12,5.8,No,Gold,3
1006,Russia,2010,Swimming,Road Race,Male,16,187,45,5,0,56,5.1,No,Silver,1
1007,Australia,2013,Boxing,Vault,Female,22,165,52,6,2,184,9.2,No,Silver,1
1008,France,2004,Boxing,Single Sculls,Male,28,184,79,2,3,167,6.5,No,Silver,1
1009,China,2021,Swimming,100m,Male,20,167,68,6,2,29,7.2,No,Gold,2
1010,UK,2017,Shooting,Floor Exercise,Female,26,171,52,4,3,171,5.5,No,Silver,3
1011,China,2017,Boxing,Relay,Male,23,181,76,4,0,183,6.2,No,Bronze,4
1012,Brazil,2016,Boxing,Vault,Male,28,174,72,14,0,118,7.4,No,Silver,2
1013,Brazil,2008,Shooting,Rifle,Female,22,164,73,3,0,151,5.2,No,Bronze,1
1014,USA,2023,Rowing,Floor Exercise,Male,26,179,70,13,1,25,8.9,No,Silver,4
1015,Australia,2014,Wrestling,Rifle,Male,18,171,61,3,1,199,6,No,Silver,1
1016,Italy,2017,Boxing,Rifle,Male,26,179,79,5,2,131,7.5,No,Silver,2
1017,China,2015,Gymnastics,Floor Exercise,Male,20,176,76,7,1,150,5.4,Yes,Gold,2
1018,Germany,2017,Swimming,Heavyweight,Male,28,178,84,10,2,39,6.6,No,Silver,1
1019,Italy,2000,Athletics,Heavyweight,Male,30,180,76,8,0,94,9.6,No,Silver,1
1020,USA,2010,Wrestling,Heavyweight,Male,26,152,56,8,3,103,7.3,Yes,Gold,1
1021,Australia,2006,Shooting,Butterfly,Male,29,155,81,15,0,122,5.9,No,Gold,1
1022,India,2009,Swimming,Single Sculls,Male,32,167,74,6,0,119,5.9,No,Bronze,2
1023,Italy,2008,Shooting,200m,Male,22,181,49,13,2,87,8.7,No,Silver,3
1024,Brazil,2020,Cycling,100m,Male,23,162,48,14,0,137,8.2,No,Silver,2
1025,Brazil,2006,Shooting,100m,Male,27,167,59,3,0,80,9.7,Yes,Gold,3
1026,UK,2016,Wrestling,Heavyweight,Male,24,165,86,1,0,52,7.5,No,Bronze,1
1027,France,2002,Athletics,Road Race,Female,20,191,76,12,0,148,9.4,No,Silver,1
1028,France,2002,Swimming,Single Sculls,Male,30,174,66,12,3,165,5.5,No,Silver,3
1029,India,2009,Cycling,Freestyle,Male,19,176,57,15,2,35,8,No,Silver,1
1030,France,2019,Wrestling,Single Sculls,Male,28,183,90,8,1,62,9.6,No,Bronze,4
1031,USA,2000,Shooting,Relay,Male,22,158,74,4,0,178,9.3,No,Silver,2
1032,Germany,2014,Wrestling,Road Race,Male,27,177,92,15,0,118,5.8,No,Gold,1
1033,China,2020,Athletics,100m,Male,27,159,54,2,2,104,8.8,No,Bronze,1
1034,USA,2008,Athletics,Floor Exercise,Female,34,156,85,5,1,65,5.9,No,Silver,1
1035,USA,2008,Boxing,Floor Exercise,Male,20,176,89,13,0,170,8.1,No,Silver,1
1036,Australia,2021,Swimming,Heavyweight,Male,31,151,74,14,1,196,6.6,No,Gold,1
1037,India,2006,Shooting,Butterfly,Female,26,174,70,6,0,132,5.4,No,Bronze,1
1038,Australia,2009,Cycling,Relay,Male,24,175,80,1,0,23,5,Yes,Silver,1
1039,USA,2012,Rowing,Freestyle,Female,28,162,65,11,0,123,5.8,No,Gold,2
1040,India,2020,Athletics,100m,Male,19,175,81,10,2,185,5.2,No,Bronze,1
1041,UK,2007,Rowing,Rifle,Female,25,186,63,14,0,117,6.5,No,Silver,1
1042,Canada,2016,Gymnastics,Relay,Male,26,179,49,2,3,49,6,No,Gold,2
1043,India,2000,Swimming,Heavyweight,Female,24,180,84,15,4,198,7.2,No,Silver,1
1044,Russia,2013,Boxing,Road Race,Female,28,167,72,12,1,92,7,No,Bronze,2
1045,Italy,2014,Shooting,Freestyle,Male,25,181,76,14,2,174,6.5,Yes,Gold,2
1046,Germany,2013,Rowing,Road Race,Female,21,174,79,6,0,15,6.9,No,Silver,1
1047,China,2007,Gymnastics,Floor Exercise,Female,25,180,64,12,1,56,8.7,No,Bronze,1
1048,USA,2012,Swimming,200m,Male,23,169,60,9,0,90,9.8,No,Silver,1
1049,France,2004,Swimming,Road Race,Female,17,184,77,6,0,20,8.4,No,Gold,1
1050,USA,2003,Gymnastics,Floor Exercise,Male,30,162,78,2,0,138,7.3,No,Gold,2
1051,France,2015,Wrestling,Single Sculls,Female,25,200,65,4,0,113,5.4,No,Gold,1
1052,UK,2009,Athletics,200m,Female,23,181,55,4,2,112,8.8,No,Silver,1
1053,Italy,2011,Wrestling,Road Race,Female,28,179,78,12,1,176,8.4,No,Silver,1
1054,Canada,2010,Athletics,100m,Female,27,173,67,5,0,150,10,No,Silver,1
1055,Brazil,2022,Wrestling,Freestyle,Male,30,162,93,1,0,107,7.2,Yes,Bronze,2
1056,India,2010,Athletics,Relay,Male,26,176,85,14,0,81,8.5,Yes,Gold,1
1057,Canada,2013,Athletics,Vault,Female,20,184,58,13,1,157,7.4,No,Bronze,1
1058,Japan,2002,Cycling,200m,Male,21,185,77,13,0,39,9.1,No,Bronze,1
1059,UK,2024,Boxing,Floor Exercise,Male,25,172,83,5,4,77,6.3,No,Silver,3
1060,Russia,2006,Swimming,Road Race,Male,22,176,89,12,2,52,8.2,No,Gold,1
1061,France,2013,Gymnastics,Rifle,Female,24,182,59,3,2,172,7.3,No,Silver,1
1062,Brazil,2013,Wrestling,Road Race,Female,24,161,70,15,1,79,7.5,Yes,Silver,2
1063,Canada,2000,Gymnastics,Butterfly,Male,23,166,74,10,2,51,7.8,No,Silver,1
1064,Japan,2017,Swimming,Road Race,Male,17,173,57,8,1,74,9.6,No,Bronze,1
1065,Japan,2020,Swimming,Relay,Female,32,154,55,5,0,152,7.7,Yes,Silver,1
1066,Australia,2001,Athletics,200m,Male,20,163,79,2,0,190,7.5,No,Bronze,1
1067,China,2011,Wrestling,100m,Male,28,178,59,5,3,72,5.7,No,Gold,1
1068,USA,2013,Gymnastics,Road Race,Male,24,172,79,2,0,41,5.9,No,Bronze,2
1069,India,2017,Swimming,100m,Male,26,155,81,1,2,153,7.4,Yes,Bronze,1
1070,China,2021,Gymnastics,Floor Exercise,Male,24,168,71,15,0,109,5.2,No,Gold,1
1071,India,2012,Cycling,Road Race,Female,25,171,66,7,0,11,9.2,No,Silver,1
1072,China,2012,Swimming,Floor Exercise,Male,20,182,72,13,3,113,7.4,No,Gold,3
1073,USA,2005,Cycling,Vault,Male,29,182,72,13,0,33,6.6,No,Bronze,4
1074,USA,2024,Athletics,200m,Male,24,198,81,11,1,120,7.4,No,Silver,2
1075,Brazil,2021,Wrestling,Butterfly,Male,31,185,56,4,0,58,8.3,No,Gold,1
1076,Japan,2001,Swimming,200m,Male,20,175,90,4,1,92,6.4,No,Silver,1
1077,Japan,2000,Athletics,Freestyle,Female,25,175,87,2,0,15,7.9,No,Bronze,2
1078,Russia,2011,Rowing,Relay,Female,25,174,77,13,2,107,9.3,No,Bronze,1
1079,China,2021,Shooting,Road Race,Male,28,172,66,1,2,56,5.8,No,Silver,1
1080,Brazil,2004,Cycling,Road Race,Male,32,161,60,6,0,92,9.6,No,Bronze,1
1081,Canada,2010,Boxing,Single Sculls,Male,25,191,72,9,0,91,6,No,Bronze,4
1082,USA,2007,Swimming,Rifle,Female,29,171,65,4,2,174,9.7,No,Gold,1
1083,Japan,2020,Boxing,Road Race,Male,28,181,55,6,2,17,9.4,No,Bronze,1
1084,France,2023,Swimming,100m,Female,22,175,75,13,0,103,7.5,No,Bronze,1
1085,Brazil,2001,Gymnastics,Heavyweight,Male,24,173,87,3,0,50,7.3,No,Bronze,1
1086,UK,2005,Boxing,Relay,Male,16,182,83,8,0,181,8.1,No,Bronze,1
1087,Germany,2021,Swimming,Freestyle,Female,30,177,73,1,0,169,7.6,No,Bronze,3
1088,China,2005,Boxing,Relay,Female,30,163,60,6,1,50,9,No,Silver,1
1089,Brazil,2022,Swimming,Butterfly,Male,29,185,70,14,0,167,6.8,No,Gold,1
1090,China,2014,Athletics,Road Race,Male,23,169,89,5,0,45,9.2,No,Gold,1
1091,Brazil,2001,Wrestling,Freestyle,Male,26,190,55,10,2,153,5.8,No,Bronze,1
1092,Russia,2004,Cycling,Rifle,Male,27,187,92,12,2,121,9.1,No,Silver,1
1093,Germany,2006,Swimming,Freestyle,Female,20,175,67,7,0,53,6.6,No,Silver,1
1094,UK,2018,Cycling,100m,Male,20,163,62,4,2,81,9.2,No,Silver,1
1095,China,2004,Athletics,Relay,Male,26,173,73,10,2,78,9.3,No,Gold,1
1096,China,2021,Cycling,Heavyweight,Male,21,171,72,9,0,61,5.6,No,Bronze,1
1097,China,2014,Athletics,100m,Male,23,184,72,13,1,108,8.9,No,Gold,1
1098,China,2015,Athletics,Rifle,Male,25,175,100,9,4,183,9.4,No,Bronze,1
1099,Canada,2002,Athletics,100m,Male,26,180,82,14,2,94,8,No,Bronze,1
1100,India,2014,Gymnastics,Vault,Female,25,175,57,13,0,181,9.3,No,Silver,1
1101,USA,2007,Athletics,Heavyweight,Male,32,172,75,8,1,44,7.9,Yes,Bronze,1
1102,Brazil,2022,Wrestling,Rifle,Male,29,189,58,5,0,133,9.7,No,Bronze,1
1103,Italy,2015,Rowing,Vault,Female,28,180,69,6,2,109,7.9,No,Silver,2
1104,Italy,2014,Gymnastics,Floor Exercise,Male,24,170,62,7,1,74,9.8,No,Silver,1
1105,Brazil,2010,Boxing,Vault,Male,25,178,79,13,2,11,6.9,Yes,Bronze,1
1106,China,2016,Swimming,Butterfly,Male,23,161,79,9,1,196,7.1,No,Silver,1
1107,Japan,2004,Swimming,Rifle,Male,24,176,78,14,0,12,5.2,No,Bronze,1
1108,Australia,2015,Boxing,Single Sculls,Male,24,181,63,14,2,143,5.8,No,Gold,2
1109,Australia,2018,Gymnastics,Floor Exercise,Female,23,164,75,9,0,65,6.1,No,Gold,1
1110,China,2008,Swimming,200m,Female,22,161,81,6,3,7,6.1,No,Bronze,1
1111,Canada,2019,Swimming,Floor Exercise,Female,22,171,69,14,2,108,5.3,No,Silver,3
1112,China,2011,Boxing,Relay,Female,27,164,73,2,1,112,9.1,No,Silver,1
1113,China,2010,Shooting,Road Race,Male,19,180,73,1,0,50,6.3,No,Gold,1
1114,UK,2001,Athletics,Relay,Male,27,165,83,8,0,173,8.7,No,Bronze,4
1115,Germany,2020,Athletics,Road Race,Male,29,183,74,5,2,9,6.7,Yes,Silver,3
1116,Germany,2016,Athletics,Rifle,Female,24,176,50,7,0,80,5.6,No,Bronze,4
1117,USA,2000,Cycling,Road Race,Male,23,182,70,3,2,196,7.9,Yes,Gold,1
1118,France,2006,Athletics,200m,Female,24,172,78,13,0,162,5.4,No,Gold,1
1119,China,2003,Shooting,Butterfly,Male,24,160,70,1,2,176,9.4,No,Bronze,1
1120,USA,2021,Swimming,Road Race,Female,30,160,83,7,1,145,8.2,No,Gold,1
1121,Italy,2003,Athletics,Single Sculls,Male,26,176,74,8,0,102,8.5,No,Gold,1
1122,Brazil,2014,Cycling,Relay,Female,24,178,72,6,3,17,9.7,No,Silver,2
1123,France,2022,Rowing,Rifle,Male,22,179,63,11,0,48,5.2,No,Bronze,1
1124,Canada,2024,Cycling,Butterfly,Female,29,166,56,9,0,169,8.9,Yes,Silver,1
1125,Russia,2024,Gymnastics,100m,Female,18,173,68,8,0,49,5.7,No,Bronze,1
1126,Germany,2003,Shooting,Single Sculls,Female,20,175,69,3,0,172,6.6,No,Silver,2
1127,USA,2019,Swimming,Floor Exercise,Female,25,185,59,6,0,60,8.1,No,Gold,2
1128,Japan,2002,Athletics,200m,Male,24,183,74,13,3,197,9.5,No,Bronze,2
1129,India,2018,Rowing,Relay,Female,30,179,73,9,0,200,9.3,No,Bronze,2
1130,China,2020,Cycling,Freestyle,Female,28,170,54,3,2,163,9.9,No,Silver,1
1131,Australia,2019,Swimming,200m,Male,28,179,81,8,0,67,5.8,No,Gold,3
1132,UK,2014,Boxing,Rifle,Male,23,189,62,4,0,80,9,No,Gold,1
1133,USA,2011,Cycling,200m,Male,26,162,68,9,1,13,5.8,No,Bronze,1
1134,China,2000,Swimming,Heavyweight,Male,30,167,96,5,0,122,8.9,No,Gold,2
1135,Russia,2004,Cycling,200m,Male,26,185,45,1,0,41,6.4,Yes,Silver,1
1136,USA,2014,Swimming,Butterfly,Female,20,165,80,11,2,59,5.1,Yes,Silver,2
1137,France,2005,Swimming,100m,Male,34,178,51,13,2,169,7.2,No,Bronze,1
1138,UK,2001,Rowing,Floor Exercise,Male,23,172,66,15,0,163,6.6,No,Bronze,1
1139,UK,2000,Rowing,100m,Male,22,189,92,11,0,137,5.3,No,Bronze,1
1140,Germany,2020,Athletics,Road Race,Male,23,183,59,13,1,152,9.1,No,Gold,2
1141,France,2010,Boxing,200m,Male,26,162,83,11,1,46,7.8,No,Silver,2
1142,India,2014,Athletics,Heavyweight,Male,23,178,48,9,0,109,5.4,No,Bronze,1
1143,Russia,2006,Swimming,Road Race,Female,24,174,66,12,1,84,6.8,No,Silver,1
1144,Germany,2024,Cycling,200m,Female,24,162,60,14,3,99,8.3,No,Silver,1
1145,China,2011,Wrestling,Butterfly,Female,24,187,66,11,0,89,6.1,Yes,Bronze,1
